Round,BCA Energy (J),BCA Alive,LEACH Energy (J),LEACH Alive,DEEC Energy (J),DEEC Alive,SEP Energy (J),SEP Alive
0,54.976134,100,54.947185,100,54.935694,100,54.928490,100
1,54.952268,100,54.894258,100,54.873124,100,54.838725,100
2,54.928402,100,54.845668,100,54.821727,100,54.782367,100
3,54.904536,100,54.707654,100,54.770413,100,54.729362,100
4,54.880670,100,54.658862,100,54.722170,100,54.682815,100
5,54.856804,100,54.605956,100,54.673517,100,54.635347,100
6,54.832938,100,54.550873,100,54.607209,100,54.551934,100
7,54.809072,100,54.501342,100,54.554125,100,54.495022,100
8,54.785206,100,54.302243,100,54.483896,100,54.444969,100
9,54.761340,100,54.247664,100,54.436394,100,54.381355,100
10,54.737474,100,54.187200,100,54.385514,100,54.328589,100
11,54.713608,100,54.132066,100,54.327526,100,54.260219,100
12,54.689742,100,54.036410,100,54.272731,100,54.204038,100
13,54.665876,100,53.950670,100,54.221056,100,54.124683,100
14,54.642010,100,53.903436,100,53.988454,100,54.063452,100
15,54.618144,100,53.854461,100,53.819589,100,54.014081,100
16,54.594278,100,53.790893,100,53.771289,100,53.968273,100
17,54.570412,100,53.721713,100,53.722512,100,53.916471,100
18,54.546546,100,53.672655,100,53.673507,100,53.845554,100
19,54.522680,100,53.618169,100,53.629006,100,53.797543,100
20,54.498814,100,53.547425,100,53.579775,100,53.748713,100
21,54.474948,100,53.454515,100,53.206728,100,53.687389,100
22,54.451082,100,53.318256,100,53.042460,100,53.579201,100
23,54.427216,100,52.945210,100,52.858511,100,53.393092,100
24,54.403350,100,52.728019,100,52.786219,100,53.049522,100
25,54.379484,100,52.666363,100,52.637538,100,52.962576,100
26,54.355618,100,52.607529,100,52.531455,100,52.791224,100
27,54.331752,100,52.502825,100,52.477088,100,52.604604,100
28,54.307886,100,52.400129,100,52.419584,100,52.540750,100
29,54.284020,100,52.322306,100,52.353900,100,52.339300,100
30,54.260154,100,52.269714,100,52.044013,100,52.283053,100
31,54.236288,100,52.221230,100,51.995628,100,52.226637,100
32,54.212423,100,52.170072,100,51.924885,100,52.179412,100
33,54.188557,100,52.021072,100,51.861195,100,52.111779,100
34,54.164691,100,51.949418,100,51.808211,100,52.040293,100
35,54.140825,100,51.902614,100,51.750475,100,51.987773,100
36,54.116959,100,51.856344,100,51.700731,100,51.929505,100
37,54.093093,100,51.805365,100,51.632343,100,51.824082,100
38,54.069227,100,51.760996,100,51.584616,100,51.768909,100
39,54.045361,100,51.716110,100,51.529134,100,51.716801,100
40,54.021495,100,51.620454,100,51.482103,100,51.668152,100
41,53.997629,100,51.509537,100,51.437925,100,51.617760,100
42,53.973763,100,51.389828,100,51.094355,100,51.572680,100
43,53.949897,100,51.297279,100,50.937597,100,51.528260,100
44,53.926031,100,51.166006,100,50.850537,100,51.342151,100
45,53.902165,100,51.025160,100,50.679185,100,51.126336,100
46,53.878299,100,50.843761,100,50.306139,100,51.033788,100
47,53.854433,100,50.591099,100,50.202716,100,50.865343,100
48,53.830567,100,50.449686,100,50.145810,100,50.776287,100
49,53.806701,100,50.265736,100,50.088172,100,50.475485,100
50,53.782835,100,50.134463,100,49.972482,100,50.326485,100
51,53.758969,100,50.043162,100,49.773384,100,50.147203,100
52,53.735103,100,49.985073,100,49.677401,100,50.087301,100
53,53.711237,100,49.933791,100,49.616636,100,50.017060,100
54,53.687371,100,49.590221,100,49.545536,100,49.970928,100
55,53.663505,100,49.538947,100,49.414263,100,49.904950,100
56,53.639639,100,49.490717,100,49.365750,100,49.803842,100
57,53.615773,100,49.443484,100,49.256027,100,49.588028,100
58,53.591907,100,49.398620,100,49.201631,100,49.496771,100
59,53.568041,100,49.353548,100,49.154245,100,49.440689,100
60,53.544175,100,49.218162,100,49.107546,100,49.242435,100
61,53.520309,100,49.038880,100,49.060757,100,49.193831,100
62,53.496443,100,48.956641,100,49.014793,100,49.132009,100
63,53.472577,100,48.755727,100,48.965959,100,49.086916,100
64,53.448711,100,48.551833,100,48.908676,100,49.036187,100
65,53.424845,100,48.442111,100,48.849785,100,48.992942,100
