Round,BCA Energy (J),BCA Alive,LEACH Energy (J),LEACH Alive,DEEC Energy (J),DEEC Alive,SEP Energy (J),SEP Alive
0,54.975845,100,54.951227,100,54.953588,100,54.942052,100
1,54.951690,100,54.899433,100,54.855099,100,54.893330,100
2,54.927535,100,54.835984,100,54.806166,100,54.842616,100
3,54.903380,100,54.770509,100,54.758437,100,54.780506,100
4,54.879225,100,54.721007,100,54.708722,100,54.732510,100
5,54.855070,100,54.668841,100,54.659426,100,54.685147,100
6,54.830915,100,54.583421,100,54.588029,100,54.635967,100
7,54.806760,100,54.523246,100,54.535484,100,54.586933,100
8,54.782605,100,54.425933,100,54.478720,100,54.426878,100
9,54.758450,100,54.369555,100,54.424829,100,54.376881,100
10,54.734295,100,54.247178,100,54.376605,100,54.323152,100
11,54.710140,100,54.198151,100,54.326843,100,54.252140,100
12,54.685985,100,54.149305,100,54.269884,100,54.091465,100
13,54.661830,100,54.087842,100,53.987692,100,54.030996,100
14,54.637675,100,53.995195,100,53.937427,100,53.978711,100
15,54.613520,100,53.946322,100,53.871407,100,53.930540,100
16,54.589365,100,53.884543,100,53.803296,100,53.880695,100
17,54.565210,100,53.835417,100,53.750530,100,53.632291,100
18,54.541055,100,53.785563,100,53.697354,100,53.579763,100
19,54.516900,100,53.734118,100,53.642563,100,53.527795,100
20,54.492745,100,53.554536,100,53.591925,100,53.479954,100
21,54.468590,100,53.439007,100,53.417338,100,53.417046,100
22,54.444435,100,53.342741,100,53.121234,100,53.343683,100
23,54.420280,100,53.058055,100,53.024137,100,53.264233,100
24,54.396125,100,52.986292,100,52.874591,100,53.170791,100
25,54.371970,100,52.849273,100,52.687779,100,53.010737,100
26,54.347815,100,52.764115,100,52.627617,100,52.898655,100
27,54.323660,100,52.673118,100,52.536453,100,52.800500,100
28,54.299505,100,52.598992,100,52.469102,100,52.652568,100
29,54.275350,100,52.545770,100,52.417647,100,52.532799,100
30,54.251195,100,52.479829,100,52.333676,100,52.474110,100
31,54.227040,100,52.361831,100,52.241634,100,52.425608,100
32,54.202885,100,52.316621,100,52.193684,100,52.379626,100
33,54.178729,100,52.265915,100,52.094329,100,51.988298,100
34,54.154574,100,52.208999,100,52.042233,100,51.870097,100
35,54.130419,100,52.161029,100,51.981267,100,51.780273,100
36,54.106264,100,52.109947,100,51.929425,100,51.716143,100
37,54.082109,100,52.059558,100,51.872437,100,51.661957,100
38,54.057954,100,52.011962,100,51.824834,100,51.612686,100
39,54.033799,100,51.967080,100,51.777841,100,51.557594,100
40,54.009644,100,51.871958,100,51.728275,100,51.510556,100
41,53.985489,100,51.753959,100,51.682067,100,51.452269,100
42,53.961334,100,51.635961,100,51.508922,100,51.407370,100
43,53.937179,100,51.544622,100,51.428145,100,51.362623,100
44,53.913024,100,51.447477,100,51.276223,100,51.265526,100
45,53.888869,100,51.332209,100,51.160955,100,50.932033,100
46,53.864714,100,51.266333,100,51.052012,100,50.753360,100
47,53.840559,100,50.981647,100,50.941658,100,50.618259,100
48,53.816404,100,50.905712,100,50.731484,100,50.526921,100
49,53.792249,100,50.786371,100,50.680308,100,50.367340,100
50,53.768094,100,50.694914,100,50.549570,100,50.207285,100
51,53.743939,100,50.579646,100,50.434349,100,50.133922,100
52,53.719784,100,50.530207,100,50.152157,100,49.968138,100
53,53.695629,100,50.478928,100,50.095574,100,49.884975,100
54,53.671474,100,50.415176,100,50.041123,100,49.836225,100
55,53.647319,100,50.357501,100,49.825914,100,49.444896,100
56,53.623164,100,50.307439,100,49.742441,100,49.263214,100
57,53.599009,100,50.257610,100,49.659826,100,49.189818,100
58,53.574854,100,50.211709,100,49.606649,100,49.073937,100
59,53.550699,100,50.165906,100,49.562359,100,49.023342,100
60,53.526544,100,50.019721,100,49.514377,100,48.934291,100
61,53.502389,100,49.766127,100,49.454152,100,48.876756,100
62,53.478234,100,49.481441,100,49.409568,100,48.830010,100
63,53.454079,100,49.266499,100,49.356042,100,48.772894,100
64,53.429924,100,49.151278,100,49.298513,100,48.727558,100
65,53.405769,100,48.991224,100,49.247232,100,48.682499,100
66,53.381614,100,48.781640,100,49.186974,100,48.504533,100
67,53.357459,100,48.531127,100,49.130305,100,48.385248,100
68,53.333304,100,48.411841,100,48.848113,100,48.118560,100
69,53.309149,100,48.127155,100,48.796842,100,48.009618,100
70,53.284994,100,47.983770,100,48.460421,100,47.874516,100
71,53.260839,100,47.915159,100,48.285810,100,47.777371,100
72,53.236684,100,47.855882,100,48.071590,100,47.613499,100
73,53.212529,100,47.758785,100,47.993944,100,47.491280,100
74,53.188374,100,47.612600,100,47.881862,100,47.358263,100
75,53.164219,100,47.506427,100,47.833445,100,47.276209,100
76,53.140064,100,47.425450,100,47.778727,100,47.226682,100
77,53.115909,100,47.377794,100,47.694420,100,47.062569,100
78,53.091754,100,47.332341,100,47.627779,100,46.843335,100
79,53.067599,100,47.283685,100,47.583072,100,46.557827,100
80,53.043444,100,47.159419,100,47.505430,100,46.454303,100
81,53.019289,100,47.076256,100,47.447505,100,46.323075,100
82,52.995134,100,46.867808,100,47.397772,100,46.178720,100
83,52.970979,100,46.728908,100,47.352572,100,46.075197,100
84,52.946824,100,46.627357,100,46.961243,100,46.024424,100
85,52.922669,100,46.540379,100,46.824223,100,45.972648,100
86,52.898514,100,46.206886,100,46.750106,100,45.928392,100
87,52.874359,100,46.105334,100,46.702525,100,45.882508,100
88,52.850204,100,45.886100,100,46.632556,100,45.704542,100
89,52.826049,100,45.601414,100,46.580625,100,45.524961,100
90,52.801894,100,45.319026,100,46.514568,100,45.402741,100
91,52.777739,100,45.197534,100,46.461025,100,45.299670,100
92,52.753584,100,44.864041,100,46.379107,100,45.096840,100
93,52.729429,100,44.613527,100,46.311910,100,44.848436,100
94,52.705274,100,44.457572,100,46.029522,100,44.733215,100
95,52.681119,100,44.355925,100,45.938591,100,44.453483,100
96,52.656964,100,44.261343,100,45.848230,100,44.157378,100
97,52.632809,100,44.211758,100,45.781300,100,44.074215,100
98,52.608654,100,44.168033,100,45.714004,100,44.024842,100
99,52.584498,100,44.118308,100,45.665947,100,43.903351,100
100,52.560343,100,44.023185,100,45.451005,100,43.747396,100
101,52.536188,100,43.926040,100,45.381578,100,43.537221,100
102,52.512033,100,43.672446,100,45.333180,100,43.255029,100
103,52.487878,100,43.421933,100,45.286405,100,43.111643,100
104,52.463723,100,43.323778,100,45.239650,100,43.023299,100
105,52.439568,100,43.098682,100,45.182446,100,42.857496,100
106,52.415413,100,42.879449,100,45.112207,100,42.802324,100
107,52.391258,100,42.664239,100,45.013253,100,42.747039,100
108,52.367103,100,42.531223,100,44.959601,100,42.702066,100
109,52.342948,100,42.251490,100,44.912009,100,42.655362,100
110,52.318793,100,42.116389,100,44.790517,100,42.557207,100
111,52.294638,100,41.940620,100,44.664283,100,42.367049,100
112,52.270483,100,41.866574,100,44.570688,100,42.234032,100
113,52.246328,100,41.751044,100,44.522043,100,42.019812,100
114,52.222173,100,41.564232,100,44.271325,100,41.686320,100
115,52.198018,100,41.350012,100,44.216160,100,41.568321,100
116,52.173863,100,41.203827,100,44.157700,100,41.473199,100
117,52.149708,100,41.140813,100,44.108488,100,41.139706,100
118,52.125553,100,41.096452,100,44.056988,100,40.920472,100
119,52.101398,100,41.047256,100,44.006108,100,40.774287,100
120,52.077243,100,40.952134,100,43.831498,100,40.725397,100
121,52.053088,100,40.733091,100,43.775686,100,40.561525,100
122,52.028933,100,40.580091,100,43.670281,100,40.426424,100
123,52.004778,100,40.283986,100,43.613320,100,40.251837,100
124,51.980623,100,40.064753,100,43.561682,100,40.153682,100
125,51.956468,100,39.779244,100,43.514813,100,39.871294,100
126,51.932313,100,39.460434,100,43.405750,100,39.681136,100
127,51.908158,100,39.382792,100,43.334356,100,39.427543,100
128,51.884003,100,39.309396,100,43.273229,100,39.260238,100
129,51.859848,100,39.194128,100,43.200434,100,39.187390,100
130,51.835693,100,39.085185,100,43.147699,100,39.140379,100
131,51.811538,100,38.962966,100,43.098367,100,39.092965,100
132,51.787383,100,38.850884,100,42.992152,100,38.877756,100
133,51.763228,100,38.747813,100,42.889847,100,38.624162,100
134,51.739073,100,38.632592,100,42.841299,100,38.438271,100
135,51.714918,100,38.531040,100,42.710225,100,38.119460,100
136,51.690763,100,38.439702,100,42.648739,100,38.000174,100
137,51.666608,100,38.358292,100,42.599858,100,37.898527,100
138,51.642453,100,38.309506,100,42.547394,100,37.807189,100
139,51.618298,100,38.260893,100,42.501613,100,37.621297,100
140,51.594143,100,38.101562,100,42.448439,100,37.526175,100
141,51.569988,100,38.028199,100,42.389542,100,37.277771,100
142,51.545833,100,37.954802,100,42.307623,100,37.228880,100
143,51.521678,100,37.672414,100,42.254860,100,37.131735,100
144,51.497523,100,37.531758,100,42.189688,100,36.883331,100
145,51.473368,100,37.371704,100,42.043503,100,36.674883,100
