Round,BCA Energy (J),BCA Alive,LEACH Energy (J),LEACH Alive,DEEC Energy (J),DEEC Alive,SEP Energy (J),SEP Alive
0,54.975946,100,54.925632,100,54.947183,100,54.944309,100
1,54.951893,100,54.872107,100,54.895401,100,54.894924,100
2,54.927839,100,54.801323,100,54.819881,100,54.836103,100
3,54.903786,100,54.752360,100,54.772381,100,54.789153,100
4,54.879732,100,54.697762,100,54.725199,100,54.741521,100
5,54.855678,100,54.639330,100,54.678857,100,54.687572,100
6,54.831625,100,54.580904,100,54.629769,100,54.640532,100
7,54.807571,100,54.530077,100,54.580123,100,54.578260,100
8,54.783518,100,54.484363,100,54.528881,100,54.529813,100
9,54.759464,100,54.422956,100,54.475568,100,54.437052,100
10,54.735410,100,54.364021,100,54.426250,100,54.384259,100
11,54.711357,100,54.297374,100,54.370252,100,54.323670,100
12,54.687303,100,54.245324,100,54.178975,100,54.273310,100
13,54.663250,100,54.195848,100,54.132223,100,54.185223,100
14,54.639196,100,54.051795,100,54.080113,100,54.131174,100
15,54.615142,100,53.994062,100,53.966631,100,53.922932,100
16,54.591089,100,53.929313,100,53.921010,100,53.867147,100
17,54.567035,100,53.880009,100,53.871466,100,53.820663,100
18,54.542982,100,53.825745,100,53.819872,100,53.757363,100
19,54.518928,100,53.775833,100,53.771344,100,53.708200,100
20,54.494874,100,53.550122,100,53.665208,100,53.658916,100
21,54.470821,100,53.398799,100,53.558269,100,53.610690,100
22,54.446767,100,53.154583,100,53.428293,100,53.469196,100
23,54.422714,100,53.043671,100,53.187448,100,53.259517,100
24,54.398660,100,52.972615,100,53.087419,100,53.073695,100
25,54.374606,100,52.862324,100,53.025683,100,52.980524,100
26,54.350553,100,52.800924,100,52.970515,100,52.921131,100
27,54.326499,100,52.750508,100,52.901092,100,52.766783,100
28,54.302446,100,52.635435,100,52.832682,100,52.687643,100
29,54.278392,100,52.580934,100,52.768618,100,52.607494,100
30,54.254338,100,52.440199,100,52.703209,100,52.553007,100
31,54.230285,100,52.255604,100,52.649123,100,52.492816,100
32,54.206231,100,52.204519,100,52.590056,100,52.442411,100
33,54.182178,100,52.151768,100,52.524642,100,52.380152,100
34,54.158124,100,52.073777,100,52.473199,100,52.195557,100
35,54.134070,100,52.022491,100,52.423821,100,52.056245,100
36,54.110017,100,51.975861,100,52.375350,100,52.007639,100
37,54.085963,100,51.928589,100,52.325217,100,51.958230,100
38,54.061910,100,51.881654,100,52.275196,100,51.901385,100
39,54.037856,100,51.835955,100,52.230325,100,51.816967,100
40,54.013802,100,51.681607,100,52.183956,100,51.768158,100
41,53.989749,100,51.497012,100,52.137050,100,51.720785,100
42,53.965695,100,51.421982,100,52.075247,100,51.671926,100
43,53.941642,100,51.255787,100,52.013934,100,51.626523,100
44,53.917588,100,51.102282,100,51.924008,100,51.410123,100
45,53.893534,100,50.964097,100,51.841452,100,51.313031,100
46,53.869481,100,50.895148,100,51.762139,100,51.172296,100
47,53.845427,100,50.743885,100,51.377709,100,51.000306,100
48,53.821374,100,50.491588,100,51.137247,100,50.887573,100
49,53.797320,100,50.422639,100,50.854888,100,50.813614,100
50,53.773266,100,50.339438,100,50.779654,100,50.662291,100
51,53.749213,100,50.243164,100,50.600194,100,50.518239,100
52,53.725159,100,50.113844,100,50.358128,100,50.455025,100
53,53.701106,100,49.981816,100,50.306833,100,50.397387,100
54,53.677052,100,49.929135,100,50.176857,100,50.336910,100
55,53.652998,100,49.882050,100,50.020650,100,50.171837,100
56,53.628945,100,49.829729,100,49.946766,100,50.020514,100
57,53.604891,100,49.773620,100,49.897864,100,49.968368,100
58,53.580838,100,49.726917,100,49.851119,100,49.911835,100
59,53.556784,100,49.680637,100,49.803558,100,49.860515,100
60,53.532730,100,49.603854,100,49.749796,100,49.804596,100
61,53.508677,100,49.459618,100,49.702990,100,49.740276,100
62,53.484623,100,49.235930,100,49.656798,100,49.690304,100
63,53.460569,100,49.050108,100,49.571672,100,49.643590,100
64,53.436516,100,48.967553,100,49.516104,100,49.596648,100
65,53.412462,100,48.854821,100,49.466513,100,49.549975,100
66,53.388409,100,48.659391,100,49.370895,100,49.385789,100
67,53.364355,100,48.426024,100,49.320159,100,49.245036,100
68,53.340301,100,48.328932,100,49.259240,100,49.053759,100
69,53.316248,100,48.149472,100,49.035552,100,48.811692,100
70,53.292194,100,47.981580,100,48.952577,100,48.555297,100
71,53.268141,100,47.783222,100,48.878618,100,48.404280,100
72,53.244087,100,47.709263,100,48.695780,100,48.263528,100
73,53.220033,100,47.487635,100,48.614156,100,48.189569,100
74,53.195980,100,47.306927,100,48.504026,100,48.114334,100
75,53.171926,100,47.231800,100,48.455484,100,47.950148,100
76,53.147873,100,47.151046,100,48.397596,100,47.895011,100
77,53.123819,100,47.096717,100,48.156751,100,47.710416,100
78,53.099765,100,47.052455,100,48.094369,100,47.572231,100
79,53.075712,100,47.004263,100,48.031975,100,47.389393,100
80,53.051658,100,46.899724,100,47.977705,100,47.238070,100
81,53.027605,100,46.678097,100,47.922127,100,47.042233,100
82,53.003551,100,46.601313,100,47.874911,100,46.992098,100
83,52.979497,100,46.488581,100,47.824098,100,46.937233,100
84,52.955444,100,46.332375,100,47.774229,100,46.886097,100
85,52.931390,100,46.141194,100,47.679016,100,46.838509,100
86,52.907337,100,46.050860,100,47.626715,100,46.791779,100
87,52.883283,100,45.925080,100,47.579950,100,46.745018,100
88,52.859229,100,45.786895,100,47.524825,100,46.562180,100
89,52.835176,100,45.602300,100,47.476002,100,46.382721,100
90,52.811122,100,45.434407,100,47.417556,100,46.227366,100
91,52.787069,100,45.283390,100,47.337270,100,46.068248,100
92,52.763015,100,45.173795,100,47.258754,100,45.872818,100
93,52.738961,100,44.964116,100,46.989777,100,45.768280,100
94,52.714908,100,44.723654,100,46.657675,100,45.630095,100
95,52.690854,100,44.537057,100,46.568740,100,45.438988,100
96,52.666801,100,44.477317,100,46.503310,100,45.298253,100
97,52.642747,100,44.414883,100,46.393019,100,45.163718,100
98,52.618693,100,44.369226,100,46.341543,100,45.108620,100
99,52.594640,100,44.319920,100,46.291802,100,45.026064,100
100,52.570586,100,44.124490,100,46.100525,100,44.834883,100
101,52.546533,100,43.955081,100,46.024368,100,44.580806,100
102,52.522479,100,43.710864,100,45.973677,100,44.371126,100
103,52.498425,100,43.494465,100,45.923830,100,44.250098,100
104,52.474372,100,43.161875,100,45.875205,100,44.065503,100
105,52.450318,100,42.999232,100,45.804137,100,44.001451,100
106,52.426265,100,42.916676,100,45.559920,100,43.927570,100
107,52.402211,100,42.680427,100,45.511998,100,43.863309,100
108,52.378157,100,42.439582,100,45.443648,100,43.816064,100
109,52.354104,100,42.335044,100,45.396875,100,43.768487,100
110,52.330050,100,42.205296,100,45.335841,100,43.585650,100
111,52.305997,100,42.014189,100,45.205924,100,43.473703,100
